officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Crp Camp S.O (Hyderabad),500005,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Bandlaguda,Hyderabad,TELANGANA,040-23463830,,Hyderabad Jubilee H.O,,
Darushifa S.O,500024,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Charminar,Hyderabad,TELANGANA,040-23463831,,Hyderabad Jubilee H.O,,
Dilsukhnagar Colony S.O,500060,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saroornagar,K.V.Rangareddy,TELANGANA,040-23463832,,Stn Kachiguda H.O,,
Fatehdarwaza S.O,500065,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Charminar,Hyderabad,TELANGANA,040-23463834,,Hyderabad Jubilee H.O,,
Gayatri Nagar S.O,500097,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,saroornagar,Hyderabad,TELANGANA,040-24091145,,Stn Kachiguda H.O,,
Huda Residential Complex S.O,500035,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saroornagar,K.V.Rangareddy,TELANGANA,040-24053161,,Stn Kachiguda H.O,,
Hussainialam S.O,500064,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Bahadurpura,Hyderabad,TELANGANA,040-24568933,,Hyderabad Jubilee H.O,,
Hyderabad Jubilee H.O,500002,H.O,Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Charminar,Hyderabad,TELANGANA,040-23463822,,,,
Hyderabad Public School S.O,500013,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Amberpet,Hyderabad,TELANGANA,040-23463840,,Stn Kachiguda H.O,,
Moghalpura S.O,500002,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Charminar,Hyderabad,TELANGANA,040-23463847,,Hyderabad Jubilee H.O,,
Nallakunta S.O,500044,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,040-23463848,,Stn Kachiguda H.O,,
Nimboliadda S.O,500027,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Nampally,Hyderabad,TELANGANA,040-23463850,,Stn Kachiguda H.O,,
Old Malakpet S.O,500036,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saidabad,Hyderabad,TELANGANA,040-23463854,,Stn Kachiguda H.O,,
Osmannagar S.O (Hyderabad),500036,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saidabad,Hyderabad,TELANGANA,040-23463853,,Stn Kachiguda H.O,,
Ramakrishanapuram S.O,500035,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saroornagar,K.V.Rangareddy,TELANGANA,040-23463859,,Stn Kachiguda H.O,,
Rangareddy Dt Courts S.O,500074,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saroornagar,K.V.Rangareddy,TELANGANA,040-23463857,,Stn Kachiguda H.O,,
Saidabad Colony S.O,500059,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saidabad,Hyderabad,TELANGANA,040-23463863,,Hyderabad Jubilee H.O,,
Santoshnagar Colony S.O,500059,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Saidabad,Hyderabad,TELANGANA,040-24534122,,Hyderabad Jubilee H.O,,
Sarada Nagar S.O,500070,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Hayathnagar,K.V.Rangareddy,TELANGANA,,,Stn Kachiguda H.O,,
Snehapuri Colony S.O,500076,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Uppal,K.V.Rangareddy,TELANGANA,040-23463865,,Stn Kachiguda H.O,,
Srinivasapuram S.O (Hyderabad),500013,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Amberpet,Hyderabad,TELANGANA,040-23463866,,Stn Kachiguda H.O,,
Stn Kachiguda H.O,500027,H.O,Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Himayathnagar,Hyderabad,TELANGANA,040-23463811,,,,
Survey Of India S.O,500039,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Uppal,K.V.Rangareddy,TELANGANA,040-23463868,,Stn Kachiguda H.O,,
Uppuguda S.O,500053,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Charminar,Hyderabad,TELANGANA,040-23463872,,Hyderabad Jubilee H.O,,
Vaidehinagar S.O,500070,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Hayathnagar,K.V.Rangareddy,TELANGANA,040-24241322,,Stn Kachiguda H.O,,
Vidyanagar S.O (Hyderabad),500044,S.O,Non-Delivery,Hyderabad South East,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,040-23463877,,Stn Kachiguda H.O,,
Administrative Buildings S.O,500007,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463733,,Secunderabad H.O,,
Alwal S.O,500010,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463787,,Trimulgherry H.O,,
Anandbagh S.O,500047,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463758,,Trimulgherry H.O,,
Aoc Records S.O,500015,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463756,,Trimulgherry H.O,,
Aphb Colony Moulali S.O,500040,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463721,,Secunderabad H.O,,
Ashoknagar S.O (Hyderabad),500020,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,,,Secunderabad H.O,,
Begumpet Policelines S.O,500003,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463722,,Secunderabad H.O,,
Bolarum Bazar S.O,500010,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463755,,Trimulgherry H.O,,
CIE Balangar S.O,500037,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463762,,Trimulgherry H.O,,
Dr As Rao Nagar S.O,500062,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463788,,Secunderabad H.O,,
EME Records S.O,500015,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463764,,Trimulgherry H.O,,
Golconda Chowrastha S.O,500020,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,,,Secunderabad H.O,,
Haiglines S.O,500010,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463755,,Trimulgherry H.O,,
IICT S.O,500007,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463732,,Secunderabad H.O,,
Jai Jawan Colony S.O,500062,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,,,Secunderabad H.O,,
Kingsway S.O,500003,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463735,,Secunderabad H.O,,
KPHB Colony S.O,500085,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463730,,Trimulgherry H.O,,
Lallapet S.O,500017,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463738,,Secunderabad H.O,,
Mathrusri Nagar S.O,500049,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Serilingampally,K.V.Rangareddy,TELANGANA,,,Trimulgherry H.O,,
MG Road S.O,500003,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463739,,Secunderabad H.O,,
Moulali S.O,500040,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463740,,Secunderabad H.O,,
Musheerabad (ND) S.O,500020,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,,,Secunderabad H.O,,
Neredmet S.O,500056,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463776,,Trimulgherry H.O,,
Ngri S.O,500007,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463745,,Secunderabad H.O,,
Padmaraonagar S.O,500025,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463746,,Secunderabad H.O,,
Picket S.O,500009,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463749,,Secunderabad H.O,,
Prakashamnagar S.O,500016,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463750,,Secunderabad H.O,78.4468,17.4672
Rail Nilayam S.O,500025,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463748,,Secunderabad H.O,,
Rangareddynagar S.O,500037,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Tirumalagiri,Hyderabad,TELANGANA,040-23463302,,Trimulgherry H.O,,
Secunderabad H.O,500003,H.O,Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Hyderabad,Hyderabad,TELANGANA,040-23463713,,,,
Tarnaka S.O,500007,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Secunderabad,Hyderabad,TELANGANA,040-23463752,,Secunderabad H.O,,
Trimulgherry H.O,500015,H.O,Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Rangareddy,Hyderabad,TELANGANA,040-23463755,,,,
Vikarabad H.O,501101,H.O,Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Hyd,Hyderabad,TELANGANA,08416-252098,,,,
Vivekanandanagar Colony S.O,500072,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Balanagar,Hyderabad,TELANGANA,040-23463782,,Trimulgherry H.O,,
Zamistanpur S.O,500020,S.O,Non-Delivery,Secunderabad,Hyderabad City,Andhra Pradesh,Musheerabad,Hyderabad,TELANGANA,040-23463754,,Secunderabad H.O,,
Anantapur Collectorate S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-247450,,Anantapur H.O,,
Anantapur H.O,515001,H.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-274111,,,,
Aravindanagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-246750,,Anantapur H.O,,
Gandhibazar S.O (Ananthapur),515005,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-249850,,Anantapur H.O,,
Gooty Bazaar S.O,515401,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Gooty,Ananthapur,ANDHRA PRADESH,08552-251896,,Guntakal H.O,,
Guntakal H.O,515801,H.O,Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-226444,,,,
Guntakal Market S.O,515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08552-227441,,Guntakal H.O,,
Hanumesh Nagar S.O,515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227424,,Guntakal H.O,,
Kalyandurg Bazar S.O,515761,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Kalyandurg,Ananthapur,ANDHRA PRADESH,08497-222222,,Anantapur H.O,,
Kamalanagar S.O (Ananthapur),515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-248950,,Anantapur H.O,,
Kothapeta(Uravakonda) S.O,515812,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Uravakonda,Ananthapur,ANDHRA PRADESH,,,Guntakal H.O,,
Modinabad S.O,515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227421,,Guntakal H.O,,
Motilal Street S.O,515004,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-249350,,Anantapur H.O,,
Patel Road S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-243050,,Anantapur H.O,,
Railway Colony S.O (Ananthapur),515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227422,,Guntakal H.O,,
Rajendra Nagar S.O (Ananthapur),515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227425,,Guntakal H.O,,
Ramachandra Nagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-243850,,Anantapur H.O,,
Ramnagar S.O (Ananthapur),515004,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-278650,,Anantapur H.O,,
Rayadurg  Bazar S.O,515865,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Rayadurg,Ananthapur,ANDHRA PRADESH,08495-251440,,Guntakal H.O,,
Reddivaripalem S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223322,,Anantapur H.O,,
Sainagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-276150,,Anantapur H.O,,
Satyanandanagar S.O,515001,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Anantapur,Ananthapur,ANDHRA PRADESH,08554-278550,,Anantapur H.O,,
Tadpatri Bazar S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-225822,,Anantapur H.O,,
Tadpatri Bus Stand S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223536,,Anantapur H.O,,
Tadpatri Extension S.O,515411,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Tadpatri,Ananthapur,ANDHRA PRADESH,08558-223422,,Anantapur H.O,,
Timmanacharla S.O,515801,S.O,Non-Delivery,Anantapur,Kurnool,Andhra Pradesh,Guntakal,Ananthapur,ANDHRA PRADESH,08552-227423,,Guntakal H.O,,
Chittoor Bazar S.O,517001,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-231700,,Chittoor H.O,,
Chittoor H.O,517001,H.O,Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-233486,,,,
Ctr Court Buildings S.O,517001,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-236200,,Chittoor H.O,,
Ctr Market S.O,517001,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-222009,,Chittoor H.O,,
Kothapeta Madanapalle S.O,517325,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Madanapalle,Chittoor,ANDHRA PRADESH,08571-230331,,Madanapalle H.O,,
Lalugardens S.O,517002,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-233417,,Chittoor H.O,,
Madanapalle H.O,517325,H.O,Delivery,Chittoor,Kurnool,Andhra Pradesh,Madanapalle,Chittoor,ANDHRA PRADESH,08571-222022,,,,
Madanapalle Society Colony S.O,517325,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Madanapalle,Chittoor,ANDHRA PRADESH,08571-226897,,Madanapalle H.O,,
Pathapeta-palamaner S.O,517408,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Palamaner,Chittoor,ANDHRA PRADESH,08579-252226,,Chittoor H.O,,
Prasanth Nagar S.O (Chittoor),517128,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Yadamarri,Chittoor,ANDHRA PRADESH,,,Chittoor H.O,,
Readspet S.O,517001,S.O,Non-Delivery,Chittoor,Kurnool,Andhra Pradesh,Chittoor,Chittoor,ANDHRA PRADESH,08572-233421,,Chittoor H.O,,
Almaspet S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-223466,,Cuddapah H.O,,
Badvel Bazaar S.O,516227,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Badvel,Cuddapah,ANDHRA PRADESH,08569-284029,,Cuddapah H.O,,
Cooperative Colony S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-250299,,Cuddapah H.O,,
Cuddapah H.O,516001,H.O,Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-242444,,,,
Cuddapah Mundy Bazar S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,,,Cuddapah H.O,,
Cuddapah R.S S.O,516004,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,,,Cuddapah H.O,,
Jayanagar S.O (Cuddapah),516002,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-223066,,Cuddapah H.O,,
Kodur Rs S.O,516101,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Kodur,Cuddapah,ANDHRA PRADESH,,,Rajampet H.O,,
Maruti Nagar S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-254966,,Cuddapah H.O,,
Nagarajupet S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-243699,,Cuddapah H.O,,
Rajampet H.O,516115,H.O,Delivery,Cuddapah,Kurnool,Andhra Pradesh,Rajampet,Cuddapah,ANDHRA PRADESH,08565-240260,,,,
Rajampet Rs S.O,516115,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Rajampet,Cuddapah,ANDHRA PRADESH,,,Rajampet H.O,,
RIMS S.O,516002,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,,,Cuddapah H.O,,
Sanjeevi Nagar S.O,516269,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Rayachoti,Cuddapah,ANDHRA PRADESH,08561-250532,,Cuddapah H.O,,
Sunnapuralla Palli S.O,516001,S.O,Non-Delivery,Cuddapah,Kurnool,Andhra Pradesh,Cuddapah,Cuddapah,ANDHRA PRADESH,08562-276509,,Cuddapah H.O,,
Clock Tower Kadiri S.O,515591,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Kadiri,Ananthapur,ANDHRA PRADESH,08494-222664,,Dharmavaram H.O,,
Dharmavaram Bazar S.O,515671,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Dharmavaram,Ananthapur,ANDHRA PRADESH,08559-222222,,Dharmavaram H.O,,
Dharmavaram H.O,515671,H.O,Delivery,Hindupur,Kurnool,Andhra Pradesh,Dharmavaram,Ananthapur,ANDHRA PRADESH,08559-222211,,,,
Hindupur Extns S.O,515201,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Hindupur,Ananthapur,ANDHRA PRADESH,08556-220890,,Hindupur H.O,,
Hindupur H.O,515201,H.O,Delivery,Hindupur,Kurnool,Andhra Pradesh,Hindupur,Ananthapur,ANDHRA PRADESH,08556-220471,,,,
Kadiri Chowk S.O,515591,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Kadiri,Ananthapur,ANDHRA PRADESH,08494-224038,,Dharmavaram H.O,,
Penukonda Fort S.O,515110,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Penukonda,Ananthapur,ANDHRA PRADESH,08555-220205,,Hindupur H.O,,
Prasanthigram S.O,515134,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Puttaparthi,Ananthapur,ANDHRA PRADESH,08555-288250,,Dharmavaram H.O,,
Puttaparthy Main Bazar NDTSO,515134,S.O,Non-Delivery,Hindupur,Kurnool,Andhra Pradesh,Puttaparthy,Ananthapur,ANDHRA PRADESH,08555-288165,,Dharmavaram H.O,,
Adoni H.O,518301,H.O,Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-253949,,,,
Adoni-town S.O,518301,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-253949,,Adoni H.O,,
Bhagya Nagar-kurnool S.O,518004,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289218,,Kurnool H.O,,
Bhar Peta Adoni S.O,518301,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-253949,,Adoni H.O,,
Dhone-bazar S.O,518222,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08516-222022,,Kurnool H.O,,
Knl-osmaniacollege S.O,518001,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289210,,Kurnool H.O,,
Kurnool Bazar S.O,518001,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289212,,Kurnool H.O,,
Kurnool Dt Court S.O,518001,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289208,,Kurnool H.O,,
Kurnool H.O,518001,H.O,Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289205,,,,
Kurnool Kothapeta S.O,518004,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289219,,Kurnool H.O,,
Kurnool Medicalcollege S.O,518002,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289243,,Kurnool H.O,,
Kurnool-chowk S.O,518001,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289211,,Kurnool H.O,,
M.S.Nagar S.O,518002,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289237,,Kurnool H.O,,
Nandikotkur-bazar S.O,518401,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08513-280339,,Kurnool H.O,,
Prakash Nagar S.O,518004,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289245,,Kurnool H.O,,
Rtc Complex Adoni S.O,518301,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-253949,,Adoni H.O,,
S.K.D.Nagar S.O,518301,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-253949,,Adoni H.O,,
Sri Krishna Nagar S.O,518002,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Kurnool,Kurnool,ANDHRA PRADESH,08518-289205,,Kurnool H.O,,
Yemmiganur-bazar S.O,518360,S.O,Non-Delivery,Kurnool,Kurnool,Andhra Pradesh,Adoni,Kurnool,ANDHRA PRADESH,08512-255222,,Adoni H.O,,
Banaganapalle South S.O,518124,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Banaganapalle,Kurnool,ANDHRA PRADESH,08515-228099,,Nandyal H.O,,
Cumbum East S.O,523333,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Cumbum,Prakasam,ANDHRA PRADESH,08406-232895,,Markapur H.O,,
Giddalur Bazar S.O,523357,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Giddalur,Prakasam,ANDHRA PRADESH,08405-243772,,Markapur H.O,,
Giddalur West S.O,523357,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Giddalur,Prakasam,ANDHRA PRADESH,08405-242346,,Markapur H.O,,
Industrial Estate S.O (Kurnool),518502,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Nandyal,Kurnool,ANDHRA PRADESH,08514-241482,,Nandyal H.O,,
Koilakuntla Bus Stand S.O,518134,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Koilkuntla,Kurnool,ANDHRA PRADESH,08510-226894,,Nandyal H.O,,
M.V. Nagar S.O,518543,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Allagadda,Kurnool,ANDHRA PRADESH,08519-220040,,Nandyal H.O,,
Markapur Bazar S.O,523316,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Markapur,Prakasam,ANDHRA PRADESH,08596-225880,,Markapur H.O,,
Markapur East S.O,523316,S.O,Non-Delivery,Nandyal,Kurnool,Andhra Pradesh,Markapur,Prakasam,ANDHRA PRADESH,08596-225210,,Markapur H.O,,
