officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Lucknow Chowk H.O,226003,H.O,Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2253165,,,,
Lucknow G.P.O. ,226001,H.O,Delivery,Lucknow GPO,Lucknow  HQ,Uttar Pradesh,Lucknow ,Lucknow,UTTAR PRADESH,0522-2237908,,,,
Lalganj (Raebareli) H.O,229206,H.O,Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Lalganj,Raebareli,UTTAR PRADESH,05315-245398,,,,
Raebarely H.O,229001,H.O,Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Raebarely,Raebareli,UTTAR PRADESH,0535-2211476,,,,
Sitapur H.O,261001,H.O,Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-271552,,,,
Amethi H.O,227405,H.O,Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Amethi,Sultanpur,UTTAR PRADESH,05362-268672,,,,
Sultanpur (Avadh) H.O,228001,H.O,Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240239,,,,
Almora H.O,263601,H.O,Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-230019,,,,
Ranikhet H.O,263645,H.O,Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05966-221330,,,,
Gopeshwar H.O,246401,H.O,Delivery,Chamoli,Dehradun,Uttarakhand,,Chamoli,UTTARAKHAND,01372-252108,,,,
Dehradun Cantt H.O,248003,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2759353,,,,
Dehradun G.P.O. ,248001,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2655141,,,,
Roorkee H.O,247667,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272122,,,,
Haldwani H.O,263139,H.O,Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05942-250144,,,,
Nainital H.O,263001,H.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-236199,,,,
Kotdwara H.O,246149,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Kotdwara,Pauri Garhwal,UTTARAKHAND,01382-224100,,,,
Lansdowne H.O,246155,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Lansdowne,Pauri Garhwal,UTTARAKHAND,01386-262245,,,,
Pauri H.O,246001,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01368-222230,,,,
Pithoragarh H.O,262501,H.O,Delivery,Pithoragarh,Dehradun,Uttarakhand,Pithoragarh,Pithoragarh,UTTARAKHAND,05964-225150,,,,
Tehri H.O,249001,H.O,Delivery,Tehri,Dehradun,Uttarakhand,Tehri,Tehri Garhwal,UTTARAKHAND,01376-233130,,,,
Alipore H.O,700027,H.O,Delivery,Alipore H.O,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24791644,,,,
Barabazar H.O,700007,H.O,Delivery,Barabazaar H.O,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22693221,,,,
Barasat H.O,700124,H.O,Delivery,Barasat,Calcutta,West Bengal,Barasat - I,North 24 Parganas,WEST BENGAL,033-25843281,,,,
Basirhat H.O,743411,H.O,Delivery,Barasat,Calcutta,West Bengal,Basirhat - I,North 24 Parganas,WEST BENGAL,03217-265347,,,,
Rampurhat H.O,731224,H.O,Delivery,Birbhum,Calcutta,West Bengal,Rampurhat - I,Birbhum,WEST BENGAL,03461-255150,,,,
Suri H.O,731101,H.O,Delivery,Birbhum,Calcutta,West Bengal,Birbhum,Birbhum,WEST BENGAL,03462-255508,,,,
Tollygunge H.O,700033,H.O,Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24240117,,,,
Park Street H.O,700016,H.O,Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22172861,,,,
Beleghata H.O,700010,H.O,Delivery,Kolkata East,Calcutta,West Bengal,Beleghata,Kolkata,WEST BENGAL,033-23705061,,,,
Kolkatta G.P.O. ,700001,H.O,Delivery,Kolkata GPO,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22105150,,,,
Cossipore H.O,700002,H.O,Delivery,Kolkata North,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-25465677,,,,
Berhampore (WB) H.O,742101,H.O,Delivery,Murshidabad,Calcutta,West Bengal,Berhampore,Murshidabad,WEST BENGAL,03482-253909,,,,
Kandi H.O,742137,H.O,Delivery,Murshidabad,Calcutta,West Bengal,Murshidabad,Murshidabad,WEST BENGAL,03484-255492,,,,
Raghunathganj H.O,742225,H.O,Delivery,Murshidabad,Calcutta,West Bengal,Murshidabad,Murshidabad,WEST BENGAL,03483-266021,,,,
Krishnanagar H.O,741101,H.O,Delivery,Nadia North,Calcutta,West Bengal,Krishnagar - I,Nadia,WEST BENGAL,03472-252812,,,,
Nabadwip H.O,741302,H.O,Delivery,Nadia North,Calcutta,West Bengal,Nabadwip Municipality,Nadia,WEST BENGAL,03472-240026,,,,
Kalyani H.O,741235,H.O,Delivery,Nadia South,Calcutta,West Bengal,,Nadia,WEST BENGAL,033-25828226,,,,
Ranaghat H.O,741201,H.O,Delivery,Nadia South,Calcutta,West Bengal,Ranaghat-i/ii,Nadia,WEST BENGAL,03473-210004,,,,
Barrackpore H.O,700120,H.O,Delivery,North Presidency,Calcutta,West Bengal,Barrackpore,North 24 Parganas,WEST BENGAL,033-25920276,,,,
Belgharia H.O,700056,H.O,Delivery,North Presidency,Calcutta,West Bengal,Belgharia,North 24 Parganas,WEST BENGAL,033-28750196,,,,
Baruipur H.O,700144,H.O,Delivery,South Presidency,Calcutta,West Bengal,Baruipur,South 24 Parganas,WEST BENGAL,033-24338322,,,,
Diamond Harbour H.O,743331,H.O,Delivery,South Presidency,Calcutta,West Bengal,Diamond Harbour - I,South 24 Parganas,WEST BENGAL,03174-255672,,,,
Port Blair H.O,744101,H.O,Delivery,A - N Islands,Calcutta HQ,West Bengal,Port Blair,South Andaman,ANDAMAN & NICOBAR ISLANDS,03192-232566,,,,
Cooch Behar H.O,736101,H.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - I,Cooch Behar,WEST BENGAL,03582-222708,,,,
Darjeeling H.O,734101,H.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,0354-2252849,,,,
Siliguri H.O,734001,H.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,0353-2538850,,,,
Jalpaiguri H.O,735101,H.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Jalpaiguri Sadar,Jalpaiguri,WEST BENGAL,03561-230687,,,,
Mal H.O,735221,H.O,Delivery,Jalpaiguri,North Bengal And Sikkim,West Bengal,Mal,Jalpaiguri,WEST BENGAL,03562-255025,,,,
Malda H.O,732101,H.O,Delivery,Malda,North Bengal And Sikkim,West Bengal,Englishbazar,Malda,WEST BENGAL,03512-253031,,,,
Gangtok H.O,737101,H.O,Delivery,Sikkim,North Bengal And Sikkim,West Bengal,Gangtok,East Sikkim,SIKKIM,03592-201218,,,,
Balurghat H.O,733101,H.O,Delivery,West Dinajpur,North Bengal And Sikkim,West Bengal,Balurghat,South Dinajpur,WEST BENGAL,03522-255305,,,,
Asansol H.O,713301,H.O,Delivery,Asansol,South Bengal,West Bengal,Jamuria,Bardhaman,WEST BENGAL,0341-2303661,,,,
Durgapur H.O,713201,H.O,Delivery,Asansol,South Bengal,West Bengal,Durgapur Municipal Corporation,Bardhaman,WEST BENGAL,0343-2550807,,,,
Raniganj H.O,713347,H.O,Delivery,Asansol,South Bengal,West Bengal,Raniganj Municipality,Bardhaman,WEST BENGAL,0341-2444618,,,,
Bankura H.O,722101,H.O,Delivery,Bankura,South Bengal,West Bengal,Bankura - I,Bankura,WEST BENGAL,03242-253118,,,,
Burdwan H.O,713101,H.O,Delivery,Burdwan,South Bengal,West Bengal,Burdwan - I,Bardhaman,WEST BENGAL,0342-2665081,,,,
Katwa H.O,713130,H.O,Delivery,Burdwan,South Bengal,West Bengal,Katwa,Bardhaman,WEST BENGAL,03453-255040,,,,
Contai H.O,721401,H.O,Delivery,Contai,South Bengal,West Bengal,Contai,East Midnapore,WEST BENGAL,03220-255102,,,,
Arambagh H.O,712601,H.O,Delivery,Hooghly North,South Bengal,West Bengal,Arambagh,Hooghly,WEST BENGAL,03211-255050,,,,
Chinsurah H.O,712101,H.O,Delivery,Hooghly North,South Bengal,West Bengal,Chinsurah,Hooghly,WEST BENGAL,033-26802300,,,,
Serampore H.O,712201,H.O,Delivery,Hooghly South,South Bengal,West Bengal,Serampur Uttarpara,Hooghly,WEST BENGAL,033-26527308,,,,
Howrah H.O,711101,H.O,Delivery,Howrah,South Bengal,West Bengal,Uluberia - II,Howrah,WEST BENGAL,033-26414699,,,,
Salkia H.O,711106,H.O,Delivery,Howrah,South Bengal,West Bengal,Uluberia - I,Howrah,WEST BENGAL,033-26757172,,,,
Jhargram H.O,721507,H.O,Delivery,Midnapore,South Bengal,West Bengal,Jhargram,West Midnapore,WEST BENGAL,03221-255044,,,,
Midnapore H.O,721101,H.O,Delivery,Midnapore,South Bengal,West Bengal,Midnapore,West Midnapore,WEST BENGAL,03222-275659,,,,
Purulia H.O,723101,H.O,Delivery,Purulia,South Bengal,West Bengal,Purulia - I,Puruliya,WEST BENGAL,03252-222018,,,,
Tamluk H.O,721636,H.O,Delivery,Tamluk,South Bengal,West Bengal,Tamluk,East Midnapore,WEST BENGAL,03228-266013,,,,
